Complaint ID,Complaint Text,Category
2962,Incorrect deduction of annual credit card fee.,Customer Service Issue
2963,Incorrect deduction of annual credit card fee.,Customer Service Issue
2964,Delayed processing of loan application.,ATM Issue
2965,Incorrect deduction of annual credit card fee.,Account Issue
2966,Online fund transfer failed but money was debited.,Credit Card Issue
2967,Customer support is unreachable most of the time.,Fraudulent Transaction
2968,Customer care provided incorrect information.,Notification Issue
2969,Online fund transfer failed but money was debited.,Customer Service Issue
2970,Incorrect charges on my account statement.,Notification Issue
2971,HDFC Bank - Delay in issuing new debit card.,ATM Issue
2972,Unauthorized transaction detected on my debit card.,Net Banking Issue
2973,HDFC Bank - Loan EMI was auto-debited twice.,Cheque Issue
2974,Delay in issuing new debit card.,Account Issue
2975,Cheque clearance took longer than expected.,Net Banking Issue
2976,Unauthorized transaction detected on my debit card.,Credit Card Issue
2977,Online fund transfer failed but money was debited.,Customer Service Issue
2978,Branch staff was unhelpful and rude.,ATM Issue
2979,Cash deposit machine was not working properly.,Net Banking Issue
2980,Unauthorized transaction detected on my debit card.,Loan Issue
2981,Cheque clearance took longer than expected.,Credit Card Issue
2982,Incorrect charges on my account statement.,Notification Issue
2983,HDFC Bank - Unauthorized transaction detected on my debit card.,Cheque Issue
2984,Incorrect deduction of annual credit card fee.,Loan Issue
2985,Unable to update contact details online.,Cheque Issue
2986,ATM did not dispense cash but the amount was deducted.,Loan Issue
2987,Mobile banking app is frequently crashing.,Cheque Issue
2988,Delay in issuing new debit card.,Net Banking Issue
2989,Online fund transfer failed but money was debited.,Notification Issue
2990,Loan EMI was auto-debited twice.,Fraudulent Transaction
2991,HDFC Bank - Loan EMI was auto-debited twice.,Cheque Issue
2992,HDFC Bank - Online fund transfer failed but money was debited.,Loan Issue
2993,Customer support is unreachable most of the time.,Fraudulent Transaction
2994,Cash deposit machine was not working properly.,Fraudulent Transaction
2995,Loan EMI was auto-debited twice.,Loan Issue
2996,SMS alerts not received for transactions.,Fraudulent Transaction
2997,Cash deposit machine was not working properly.,Customer Service Issue
2998,Cheque clearance took longer than expected.,Fraudulent Transaction
2999,SMS alerts not received for transactions.,ATM Issue
3000,HDFC Bank - Customer support is unreachable most of the time.,Loan Issue
3001,ATM did not dispense cash but the amount was deducted.,Cheque Issue
3002,Branch staff was unhelpful and rude.,Branch Service Issue
3003,Customer care provided incorrect information.,ATM Issue
3004,Incorrect deduction of annual credit card fee.,Fraudulent Transaction
3005,HDFC Bank - SMS alerts not received for transactions.,Net Banking Issue
3006,Delayed processing of loan application.,ATM Issue
3007,HDFC Bank - Unauthorized transaction detected on my debit card.,Fraudulent Transaction
3008,Delayed processing of loan application.,Net Banking Issue
3009,Interest rate on fixed deposit was not updated.,Notification Issue
3010,Delay in issuing new debit card.,Loan Issue
3011,HDFC Bank - Credit card was blocked without prior notice.,Notification Issue
3012,ATM did not dispense cash but the amount was deducted.,Account Issue
3013,Credit limit was reduced without notification.,Cheque Issue
3014,HDFC Bank - Loan EMI was auto-debited twice.,Account Issue
3015,Mobile banking app is frequently crashing.,ATM Issue
3016,Loan EMI was auto-debited twice.,Notification Issue
3017,Cheque clearance took longer than expected.,Customer Service Issue
3018,Unable to update contact details online.,Customer Service Issue
3019,Cheque clearance took longer than expected.,Fraudulent Transaction
3020,Delay in issuing new debit card.,Account Issue
3021,Online fund transfer failed but money was debited.,Fraudulent Transaction
3022,Net banking account got locked without reason.,Credit Card Issue
3023,Mobile banking app is frequently crashing.,Branch Service Issue
3024,Branch staff was unhelpful and rude.,Account Issue
3025,HDFC Bank - Unable to update contact details online.,Loan Issue
3026,Credit limit was reduced without notification.,Account Issue
3027,Branch staff was unhelpful and rude.,Cheque Issue
3028,Credit card was blocked without prior notice.,Loan Issue
3029,Credit limit was reduced without notification.,Loan Issue
3030,Customer support is unreachable most of the time.,Loan Issue
3031,Customer support is unreachable most of the time.,Account Issue
3032,Customer care provided incorrect information.,Credit Card Issue
3033,Unauthorized transaction detected on my debit card.,Net Banking Issue
3034,Interest rate on fixed deposit was not updated.,Net Banking Issue
3035,Loan EMI was auto-debited twice.,Notification Issue
3036,Customer support is unreachable most of the time.,Credit Card Issue
3037,Credit card was blocked without prior notice.,Credit Card Issue
3038,HDFC Bank - Branch staff was unhelpful and rude.,Cheque Issue
3039,ATM did not dispense cash but the amount was deducted.,Fraudulent Transaction
3040,Branch staff was unhelpful and rude.,Customer Service Issue
3041,Cheque clearance took longer than expected.,Branch Service Issue
3042,Credit limit was reduced without notification.,ATM Issue
3043,Delayed processing of loan application.,Branch Service Issue
3044,Unauthorized transaction detected on my debit card.,Notification Issue
3045,ATM did not dispense cash but the amount was deducted.,Credit Card Issue
3046,Loan EMI was auto-debited twice.,Loan Issue
3047,ATM did not dispense cash but the amount was deducted.,Net Banking Issue
3048,Net banking account got locked without reason.,Customer Service Issue
3049,Mobile banking app is frequently crashing.,Account Issue
3050,HDFC Bank - Cheque clearance took longer than expected.,Notification Issue
3051,Customer support is unreachable most of the time.,Customer Service Issue
3052,Interest rate on fixed deposit was not updated.,Credit Card Issue
3053,HDFC Bank - Cheque clearance took longer than expected.,Net Banking Issue
3054,Unable to update contact details online.,Account Issue
3055,Cheque clearance took longer than expected.,Loan Issue
3056,Unable to update contact details online.,ATM Issue
3057,HDFC Bank - Customer support is unreachable most of the time.,Credit Card Issue
3058,Credit card was blocked without prior notice.,Branch Service Issue
3059,Credit limit was reduced without notification.,Account Issue
3060,Credit limit was reduced without notification.,Cheque Issue
3061,Cheque clearance took longer than expected.,ATM Issue
3062,Delayed processing of loan application.,Loan Issue
3063,Incorrect charges on my account statement.,Credit Card Issue
3064,Interest rate on fixed deposit was not updated.,Customer Service Issue
3065,Customer support is unreachable most of the time.,Loan Issue
3066,Online fund transfer failed but money was debited.,Account Issue
3067,Customer care provided incorrect information.,Net Banking Issue
3068,Mobile banking app is frequently crashing.,Loan Issue
3069,Incorrect charges on my account statement.,Net Banking Issue
3070,HDFC Bank - Mobile banking app is frequently crashing.,Notification Issue
3071,Cash deposit machine was not working properly.,Account Issue
3072,HDFC Bank - Customer care provided incorrect information.,Cheque Issue
3073,Delay in issuing new debit card.,Net Banking Issue
3074,HDFC Bank - Credit card was blocked without prior notice.,Net Banking Issue
3075,ATM did not dispense cash but the amount was deducted.,ATM Issue
3076,Branch staff was unhelpful and rude.,Fraudulent Transaction
3077,Incorrect deduction of annual credit card fee.,Branch Service Issue
3078,Loan EMI was auto-debited twice.,Account Issue
3079,Customer care provided incorrect information.,Credit Card Issue
3080,Interest rate on fixed deposit was not updated.,Cheque Issue
3081,Net banking account got locked without reason.,Loan Issue
3082,HDFC Bank - Delayed processing of loan application.,Branch Service Issue
3083,Mobile banking app is frequently crashing.,Credit Card Issue
3084,Unable to update contact details online.,Branch Service Issue
3085,Delayed processing of loan application.,Cheque Issue
3086,Unable to update contact details online.,Net Banking Issue
3087,Customer support is unreachable most of the time.,Account Issue
3088,Credit limit was reduced without notification.,Net Banking Issue
3089,Loan EMI was auto-debited twice.,ATM Issue
3090,Loan EMI was auto-debited twice.,Net Banking Issue
3091,Cheque clearance took longer than expected.,Cheque Issue
3092,Online fund transfer failed but money was debited.,Credit Card Issue
3093,Incorrect charges on my account statement.,Credit Card Issue
3094,Loan EMI was auto-debited twice.,Fraudulent Transaction
3095,Net banking account got locked without reason.,Fraudulent Transaction
3096,HDFC Bank - Incorrect charges on my account statement.,Branch Service Issue
3097,Online fund transfer failed but money was debited.,Branch Service Issue
3098,Incorrect charges on my account statement.,Loan Issue
3099,Incorrect charges on my account statement.,Customer Service Issue
3100,HDFC Bank - Incorrect deduction of annual credit card fee.,Branch Service Issue
3101,Customer support is unreachable most of the time.,ATM Issue
3102,Delay in issuing new debit card.,ATM Issue
3103,HDFC Bank - Delay in issuing new debit card.,Fraudulent Transaction
3104,Net banking account got locked without reason.,Fraudulent Transaction
3105,Unauthorized transaction detected on my debit card.,Notification Issue
3106,Customer care provided incorrect information.,Branch Service Issue
3107,Credit limit was reduced without notification.,Customer Service Issue
3108,Delay in issuing new debit card.,Net Banking Issue
3109,SMS alerts not received for transactions.,Fraudulent Transaction
3110,Cheque clearance took longer than expected.,Loan Issue
3111,Cheque clearance took longer than expected.,Net Banking Issue
3112,Unauthorized transaction detected on my debit card.,Credit Card Issue
3113,Customer care provided incorrect information.,ATM Issue
